"726b1a3e2664e8b075129bcd643dbf56,""En vacances en région parisienne nous nous sommes décidés à visiter ce parc reconnu mondialement. <br/> Tres beaux décors, parc relativement propre, temps d'attente acceptables. "",2,2017-09-29 00:37:00,""00:37"",0,""Ven"",""en vacances en région parisienne nous nous sommes décidés à visiter ce parc reconnu mondialement   tres beaux décors  parc relativement propre  temps d attente acceptables "",""french"",""2017-09"",172,25";;;;;;;;;;;;;;;;
"8a71763fbb3da7436b957681b24cc404,""Tropbeaufinalpleinlesyeuxoreil"",5,2017-09-29 00:16:00,""00:16"",0,""Ven"",""tropbeaufinalpleinlesyeuxoreil"",""french"",""2017-09"",30,1";;;;;;;;;;;;;;;;
"4becc1edf91b6805661b4d45e6f0d790,NA,5,2017-09-29 00:12:00,""00:12"",0,""Ven"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"85d4d408c3c5ddca136bc17ee8e9ece1,NA,5,2017-09-28 23:57:00,""23:57"",23,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"4cd314c90f83a5b5bb4fbd95f7ae42a0,NA,5,2017-09-28 23:48:00,""23:48"",23,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"b412bc2360178311f9a4a5530f122945,NA,4,2017-09-28 23:17:00,""23:17"",23,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"dd3653b4b3bb5f4b11a37c80cce05bb9,NA,5,2017-09-28 22:21:00,""22:21"",22,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"376e4523ae12824af0fc213de8ed5aff,NA,5,2017-09-28 22:00:00,""22:00"",22,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"b4373d6abdf14f97341df93db9f8e853,NA,5,2017-09-28 21:49:00,""21:49"",21,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"ea947b9744e9b9a3015edb0ea8808cda,NA,5,2017-09-28 21:42:00,""21:42"",21,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"3b12bcecf810a3c5363d5201ffabab66,NA,5,2017-09-28 21:38:00,""21:38"",21,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"47a4c716ef194b1923d00b4024a8e5b2,NA,5,2017-09-28 21:29:00,""21:29"",21,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"ce7abd7798ee036d667c0ad84b85daa7,""L'univers Disney reste merveilleux. Toutefois je regrette qu'il faille débourser autant pour manger, obtenir une photo ou le moindre petit souvenir."",4,2017-09-28 20:24:00,""20:24"",20,""Jeu"",""l univers disney reste merveilleux  toutefois je regrette qu il faille débourser autant pour manger  obtenir une photo ou le moindre petit souvenir "",""french"",""2017-09"",148,23";;;;;;;;;;;;;;;;
"3b7a46a50713ccce47698a582d946c13,NA,5,2017-09-28 20:19:00,""20:19"",20,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"e4660652cf41426b49cc5fcfc5412c50,NA,5,2017-09-28 19:37:00,""19:37"",19,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"440a7a0e9b9716d7fa4bb51274f6e9b7,NA,5,2017-09-28 19:25:00,""19:25"",19,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"db9a3a3c5d4c3fc949ae9bce2d3772f1,NA,4,2017-09-28 19:20:00,""19:20"",19,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"271446762eec8585b59a49ef6bebaff8,NA,5,2017-09-28 18:42:00,""18:42"",18,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"23f51c39e4af70be2a5c2d3e695a7c0f,""Nous avons passé 3 jours dans les 2 parcs et 2 nuit à l'hôtel Santafé. Nous avons passé un excellent moment. L'univers Disney est très bien mis en scène. Très immersif.  Les spectacles nous mettent des etoiles pleins les yeux. Nous sommes venu en période de faible affluence ( 40 minutes de queue pour les attractions les plus prisées), je ne veux même pas imaginer l'attente les jours de forte affluence ... Quelques petits bémols par contre ... Pirate des Caraïbes, ratatouille <span class=""""""""""""""""text_exposed_hide"""""""""""""""">...</span><span class=""""""""""""""""text_exposed_show"""""""""""""""">et le manoir  hantée très souvent en panne et les prix exorbitants ! La photo avec Dark Vador ? 19,99€ avec le cadre, 16,99€ sans le cadre et 15,99€ pour la version numerique de la photo ... c'est un peu voir beaucoup abuser, la marge doit être très intéressante !Je ne parle même pas du café à plus de 3,50€ ...  Je comprend que vous ayez du personnel à payer, parfois une dizaine par attraction, des spectacles à animer, mais est ce raisonnable de faire payer autant le visiteur ? <br/> Le parc est très propre jusqu'au sanitaire! La prochaine fois que nous viendrons, se sera avec un enfant pour qu'il vive cette magie avec nous !</span>"",4,2017-09-28 17:31:00,""17:31"",17,""Jeu"",""nous avons passé  jours dans les  parcs et  nuit à l hôtel santafé  nous avons passé un excellent moment  l univers disney est très bien mis en scène  très immersif  les spectacles nous mettent des etoiles pleins les yeux  nous sommes venu en période de faible affluence    minutes de queue pour les attractions les plus prisées   je ne veux même pas imaginer l attente les jours de forte affluence     quelques petits bémols par contre     pirate des caraïbes  ratatouille    et le manoir hantée très souvent en panne et les prix exorbitants   la photo avec dark vador      avec le cadre     sans le cadre et    pour la version numerique de la photo     c est un peu voir beaucoup abuser  la marge doit être très intéressante  je ne parle même pas du café à plus de        je comprend que vous ayez du personnel à payer  parfois une dizaine par attraction  des spectacles à animer  mais est ce raisonnable de faire payer autant le visiteur    le parc est très propre jusqu au sanitaire  la prochaine fois que nous viendrons  se sera avec un enfant pour qu il vive cette magie avec nous  "",""french"",""2017-09"",1088,187";;;;;;;;;;;;;;;;
"1f6386c81c216be7864bab5ce9c760c9,""Minunat, recomand cu încredere,am trăit o zi de poveste si cu siguranță o sa mai revenim."",5,2017-09-28 17:16:00,""17:16"",17,""Jeu"",""minunat  recomand cu încredere am trăit o zi de poveste si cu siguranță o sa mai revenim "",""romanian"",""2017-09"",89,18";;;;;;;;;;;;;;;;
"6b36e1605be10aab029565c509814319,""J'aime j'aime j'aime  j'aime"",5,2017-09-28 16:19:00,""16:19"",16,""Jeu"",""j aime j aime j aime j aime"",""estonian"",""2017-09"",27,8";;;;;;;;;;;;;;;;
"14b5595d68045ded038ff9cb8fb695a7,NA,4,2017-09-28 15:48:00,""15:48"",15,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"1d69ae1119b5ddc9ac9a5f3723342b3a,NA,3,2017-09-28 15:23:00,""15:23"",15,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"9e02a032c42ca6c0b028d29a816346cf,""�������I love you price يشعر بالحماس في باريس"",5,2017-09-28 15:08:00,""15:08"",15,""Jeu"",""       i love you price يشعر بالحماس في باريس"",""slovenian-iso8859_2"",""2017-09"",45,4";;;;;;;;;;;;;;;;
"038ea1374b817c63bed26b47b4367e20,NA,5,2017-09-28 14:43:00,""14:43"",14,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"e15d6834ce07f670b5c9f930057c9ceb,NA,5,2017-09-28 14:29:00,""14:29"",14,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"5e606487617f3a9a3e6b7c81655ebb48,""Disney c'est le rève et le dépaysement  assuré je suis FAN.���"",5,2017-09-28 13:48:00,""13:48"",13,""Jeu"",""disney c est le rève et le dépaysement assuré je suis fan    "",""french"",""2017-09"",61,12";;;;;;;;;;;;;;;;
"82e128539675a5a2827c8c7b338931ee,NA,4,2017-09-28 13:20:00,""13:20"",13,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"46a5c1f6f6dd3e1c0ceabcd962068933,NA,5,2017-09-28 13:08:00,""13:08"",13,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"bf29d10ca39f0de4fc12020feae8c221,""Mal organisé, trop d'attente pour certaines attractions qui n'en veux pas le coup à mon goût. <br/> Aucun personnages se baladant librement..bof. <br/> La nourriture hors de prix et c'est de la mal bouffe.. <br/> Le parking 20euros... C'est pas comme si un week-end ou une journée à 4 ne te coûtait pas un bras si tu n'as pas de réduction ! <br/> Mise à part, le final avec feu d'artifice et illuminations. <span class=""""""""""""""""text_exposed_hide"""""""""""""""">...</span><span class=""""""""""""""""text_exposed_show""""""""""""""""><br/> Certains parcs d'attractions ( étrangers)  n'ont rien à envier à Disneyland Paris.</span>"",3,2017-09-28 12:07:00,""12:07"",12,""Jeu"",""mal organisé  trop d attente pour certaines attractions qui n en veux pas le coup à mon goût   aucun personnages se baladant librement  bof   la nourriture hors de prix et c est de la mal bouffe    le parking euros    c est pas comme si un week end ou une journée à  ne te coûtait pas un bras si tu n as pas de réduction    mise à part  le final avec feu d artifice et illuminations      certains parcs d attractions   étrangers  n ont rien à envier à disneyland paris "",""french"",""2017-09"",469,88";;;;;;;;;;;;;;;;
"9fe127f164694e189a56b2a8f627e24e,NA,5,2017-09-28 11:39:00,""11:39"",11,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"3be6aebd5d2ac3e1c7297a31cfc3aed5,""Un séjour magique pour ma princesse de 5 ans - Merci pour ce rêve <span class=""""""""""""""""_47e3 _5mfr"""""""""""""""" title=""""""""""""""""émoticône wink""""""""""""""""><img alt="""""""""""""""""""""""""""""""" class=""""""""""""""""img"""""""""""""""" height=""""""""""""""""24"""""""""""""""" role=""""""""""""""""presentation"""""""""""""""" src=""""""""""""""""https://static.xx.fbcdn.net/images/emoji.php/v9/fd3/2/24/1f609.png"""""""""""""""" width=""""""""""""""""24""""""""""""""""/><span aria-hidden=""""""""""""""""true"""""""""""""""" class=""""""""""""""""_7oe"""""""""""""""">";")</span></span>"",5,2017-09-28 11:27:00,""11:27"",11,""Jeu"",""un séjour magique pour ma princesse de  ans   merci pour ce rêve   "",""french"",""2017-09"",67,12";;;;;;;;;;;;;;;
"bdfbf991db1e82bc32c86c304ea63a07,NA,5,2017-09-28 11:25:00,""11:25"",11,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"7241d947440ad38495fbb05b1f935bd9,""Je comprend pas très bien les zones fumeurs (je suis une non fumeuse pourtant ...) dans un parc en pleine air ... n'y l'interdiction des bâtons selfies dans tout le parc ! ( sur les attractions je veut bien, mais interdit pour ce faire une photo avec le château par exemple c' abusé ) sinon perso je trouve que les prix son exorbitant alors que le parc ne m'a pas paru extraordinaire  ( peu d'attractions , autant qu'un Walibi en Belgique donc rien d'extra ...) sinon personnels très aimables"",3,2017-09-28 11:14:00,""11:14"",11,""Jeu"",""je comprend pas très bien les zones fumeurs  je suis une non fumeuse pourtant      dans un parc en pleine air     n y l interdiction des bâtons selfies dans tout le parc     sur les attractions je veut bien  mais interdit pour ce faire une photo avec le château par exemple c  abusé   sinon perso je trouve que les prix son exorbitant alors que le parc ne m a pas paru extraordinaire   peu d attractions   autant qu un walibi en belgique donc rien d extra      sinon personnels très aimables"",""french"",""2017-09"",491,87";;;;;;;;;;;;;;;;
"7b402e9c8c87fae73aff637b75d55804,NA,5,2017-09-28 11:05:00,""11:05"",11,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"847db53eb9310e09b6f16555ad8f03e2,NA,5,2017-09-28 10:31:00,""10:31"",10,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"83e4bd11b7098aade5160eecf5932eb8,""encore un séjour magique! et un de plus!"",5,2017-09-28 10:26:00,""10:26"",10,""Jeu"",""encore un séjour magique  et un de plus "",""french"",""2017-09"",40,8";;;;;;;;;;;;;;;;
"8e0c64059ebac5321ca93acc5c4120d3,NA,5,2017-09-28 09:54:00,""09:54"",9,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"1d64cf027fb9d4a73d4ed8f63f6c79b0,""Magnifique Parc avec de la magie et les étoiles pleins les yeux<br/> Néanmoins il manque des poubelles avant l'entrée.. entre le parking et l'entrée on en a cherchait une longtemps!!<br/> 3 attractions en panne en une journée dans un seul Parc (Indiana Jones, Pirates &amp";" Space Mountain) on a été déçu!!!<br/> Sinon Parc Super j'adore y aller c'est splendide"",4,2017-09-28 09:46:00,""09:46"",9,""Jeu"",""magnifique parc avec de la magie et les étoiles pleins les yeux néanmoins il manque des poubelles avant l entrée   entre le parking et l entrée on en a cherchait une longtemps    attractions en panne en une journée dans un seul parc  indiana jones  pirates  amp  space mountain  on a été déçu    sinon parc super j adore y aller c est splendide"",""french"",""2017-09"",344,62";;;;;;;;;;;;;;;
"8976ada323e0db537b432645c874df89,NA,5,2017-09-28 09:18:00,""09:18"",9,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"7045eb5010516d9d4ad2dec0c7266ce2,NA,5,2017-09-28 08:12:00,""08:12"",8,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"4949513e25777b19a55412fc7e0cbc03,NA,5,2017-09-28 07:47:00,""07:47"",7,""Jeu"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"f5bcd73fae54e6441e3d2142827bf4c1,""Weekend en famille avec deux enfants de 4 ans et 20 mois... une première pour eux, et bien sûr la magie a opéré... Mais beaucoup moins pour moi... Je n'ai pas entendu les musiques Disney résonner dans le parc comme quand j'étais petite (il y a bien de la musique, mais pas les airs connus des dessins animés), et je n'ai vu aucun personnage déambuler dans le parc. Si vous voulez les voir, il faut attendre un spectacle ou la parade, ou alors faire - au minimum et si vous avez de<span class=""""""""""""""""text_exposed_hide"""""""""""""""">...</span><span class=""""""""""""""""text_exposed_show""""""""""""""""> la chance - 30 à 40 minutes de file par personnage... et la file avec un bébé de 20 mois dans les bras, franchement c'est galère, parce qu'il faut abandonner la poussette à chaque entrée.. Le spectacle son et lumière est par contre magnifique et magique, mon fils avait les yeux plein d'étoiles.. L'hôtel Newport Bay est très beau, le personnel adorable. Mais le service conciergerie laisse à désirer: il faisait une chaleur vraiment insupportable dans la chambre, on se serait cru en pleine canicule alors qu'on était fin septembre, on a appelé deux fois pour régler la climatisation et personne n'est jamais venu... Bof bof... Chambre simple sans confort spécifique (un peu léger pour un 4*).. par contre petit dej au top et très bon.. mais que dire des 3 hot dogs (immangeables)/1 paquet de frites et 2 boissons pour 45€??? À choisir, on préfère aller manger au resto du disney hôtel et payer deux fois plus, mais au moins manger correctement... Bref, du bon et du beaucoup moins bon... avec un arrière-goût tenace de manque de magie... pour le prix payé, c'est un peu mince...</span>"",3,2017-09-28 00:19:00,""00:19"",0,""Jeu"",""weekend en famille avec deux enfants de  ans et  mois    une première pour eux  et bien sûr la magie a opéré    mais beaucoup moins pour moi    je n ai pas entendu les musiques disney résonner dans le parc comme quand j étais petite  il y a bien de la musique  mais pas les airs connus des dessins animés   et je n ai vu aucun personnage déambuler dans le parc  si vous voulez les voir  il faut attendre un spectacle ou la parade  ou alors faire   au minimum et si vous avez de    la chance    à  minutes de file par personnage    et la file avec un bébé de  mois dans les bras  franchement c est galère  parce qu il faut abandonner la poussette à chaque entrée   le spectacle son et lumière est par contre magnifique et magique  mon fils avait les yeux plein d étoiles   l hôtel newport bay est très beau  le personnel adorable  mais le service conciergerie laisse à désirer  il faisait une chaleur vraiment insupportable dans la chambre  on se serait cru en pleine canicule alors qu on était fin septembre  on a appelé deux fois pour régler la climatisation et personne n est jamais venu    bof bof    chambre simple sans confort spécifique  un peu léger pour un      par contre petit dej au top et très bon   mais que dire des  hot dogs  immangeables   paquet de frites et  boissons pour      à choisir  on préfère aller manger au resto du disney hôtel et payer deux fois plus  mais au moins manger correctement    bref  du bon et du beaucoup moins bon    avec un arrière goût tenace de manque de magie    pour le prix payé  c est un peu mince   "",""french"",""2017-09"",1549,279";;;;;;;;;;;;;;;;
"b99089c07ca05ce3cdd701df1d60ef39,""Envie de magie! Il en faut peu pour être heureux..."",5,2017-09-27 22:59:00,""22:59"",22,""Mer"",""envie de magie  il en faut peu pour être heureux   "",""french"",""2017-09"",51,10";;;;;;;;;;;;;;;;
"bc98e6fb8c5caf21a1f64682bc5511c4,NA,5,2017-09-27 22:18:00,""22:18"",22,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"fc75eb9af7d5aee6383e8928265cc36c,NA,4,2017-09-27 21:38:00,""21:38"",21,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"80c000023271dbfc5cce8a1cb0c19c0a,""Just amazing!! There's no place in the world more magical than Disneyland!!"",5,2017-09-27 21:36:00,""21:36"",21,""Mer"",""just amazing   there s no place in the world more magical than disneyland  "",""english"",""2017-09"",75,13";;;;;;;;;;;;;;;;
"497cceaf8e1d61bd7659cfe70e61e29e,""Unpleasant experience, not friendly, smoke everywhere"",1,2017-09-27 21:32:00,""21:32"",21,""Mer"",""unpleasant experience  not friendly  smoke everywhere"",""english"",""2017-09"",53,6";;;;;;;;;;;;;;;;
"cb95829b9673d6314b368bc4fa37715b,NA,5,2017-09-27 21:14:00,""21:14"",21,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"506ccfeddc2a1cfa93e4d8f19bc8a6c8,NA,5,2017-09-27 21:03:00,""21:03"",21,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"e1e8a52ba93f5b64d0add9e1b65e423f,NA,5,2017-09-27 20:48:00,""20:48"",20,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"d80191be0e23ba7cd789c26f5ef45ffb,NA,5,2017-09-27 20:38:00,""20:38"",20,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"1b5f5092179d24cd1e321fb3c2a273ed,NA,5,2017-09-27 18:45:00,""18:45"",18,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"3f171bd62354cec29e5c1c63a5c14023,NA,5,2017-09-27 18:11:00,""18:11"",18,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"b8818b3913a9ae49ee94d67b16e21f81,NA,5,2017-09-27 17:12:00,""17:12"",17,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"487efaaacc25bba62509d2f0e87f1eb0,""Tres belle journee POur une première ON avait LES yeux qui brillé parc Plein d'émotions cependant certain personnage de Disney ne Sont pas tres chaleureux envers les enfants POur La photo je penSe bien Que sa doit être épuisant mais c le travail"",5,2017-09-27 17:07:00,""17:07"",17,""Mer"",""tres belle journee pour une première on avait les yeux qui brillé parc plein d émotions cependant certain personnage de disney ne sont pas tres chaleureux envers les enfants pour la photo je pense bien que sa doit être épuisant mais c le travail"",""french"",""2017-09"",245,44";;;;;;;;;;;;;;;;
"da5e49d84a74c4a4c9f4fbdc3c863780,NA,5,2017-09-27 16:55:00,""16:55"",16,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"9b43258f6b5d28dbcbafcd008795e094,NA,5,2017-09-27 16:03:00,""16:03"",16,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"2b67742806e452675736a5b3c45fac16,NA,5,2017-09-27 15:51:00,""15:51"",15,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"6d36ba1b013d372408e007856d72ff43,NA,5,2017-09-27 14:52:00,""14:52"",14,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"22983aa7ea9bf4062f4bdd50c60f6b72,""Les 2 parcs sont très beaux à voir, leurs activités aussi toutefois si vous avez faim il faudra trouer votre poche et si vous voulez faire plusieurs activités il va falloir de la patience..."",4,2017-09-27 13:37:00,""13:37"",13,""Mer"",""les  parcs sont très beaux à voir  leurs activités aussi toutefois si vous avez faim il faudra trouer votre poche et si vous voulez faire plusieurs activités il va falloir de la patience   "",""french"",""2017-09"",189,33";;;;;;;;;;;;;;;;
"af7a2253cf888502b430a2a377f70cfd,NA,5,2017-09-27 13:35:00,""13:35"",13,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"2932cafdba53faf558514eacd47e84d8,""Nous sommes allé hier, donc un jour de semaine et pas pendant les vacances, ni un jour ou les français sont en congé et c'était juste top. <br/> Des files de 5 à 20 min. maximum. Tout Était parfais. C'est la deuxième fois que nous y allons en semaine et je le conseille à tous !<br/> Et pour le reste rien à redire comme d'habitude..<br/> Mise à part la nourriture qui est et reste très cher pour ne pas bien manger. Mon seul point négatif."",5,2017-09-27 12:18:00,""12:18"",12,""Mer"",""nous sommes allé hier  donc un jour de semaine et pas pendant les vacances  ni un jour ou les français sont en congé et c était juste top   des files de  à  min  maximum  tout était parfais  c est la deuxième fois que nous y allons en semaine et je le conseille à tous   et pour le reste rien à redire comme d habitude   mise à part la nourriture qui est et reste très cher pour ne pas bien manger  mon seul point négatif "",""french"",""2017-09"",422,84";;;;;;;;;;;;;;;;
"358ffd920d1347ac981feb8b32ac0017,NA,5,2017-09-27 12:13:00,""12:13"",12,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"dc010bd69f0cd80a6d7602e73f48e5fb,""Sincèrement y a jamais de changement , c est un parc qui est du vue et revue ....<br/> Le prix est exorbitant pour peu de prestation  et le temps d attente pour une attraction même la plus merdique est abuser .<br/> Je ne reviendrais plu"",1,2017-09-27 12:11:00,""12:11"",12,""Mer"",""sincèrement y a jamais de changement   c est un parc qui est du vue et revue      le prix est exorbitant pour peu de prestation et le temps d attente pour une attraction même la plus merdique est abuser   je ne reviendrais plu"",""french"",""2017-09"",226,42";;;;;;;;;;;;;;;;
"74634dbf3789d4bcea0adec803d0b98f,NA,5,2017-09-27 11:59:00,""11:59"",11,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"5633a5e566891a60269de6bf0ae2c13f,""Première fois que je venez à Disney un rêve de petite fille réaliser. Éblouissant"",5,2017-09-27 11:44:00,""11:44"",11,""Mer"",""première fois que je venez à disney un rêve de petite fille réaliser  éblouissant"",""french"",""2017-09"",81,14";;;;;;;;;;;;;;;;
"c9f083f20670d5dcf4bf0dc7cf9fd9a2,NA,5,2017-09-27 10:55:00,""10:55"",10,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"a75d8ae12d284eb827a7b6cd6a381af1,NA,5,2017-09-27 10:43:00,""10:43"",10,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"3757e1595fb92617cb10f35128787a18,NA,5,2017-09-27 10:42:00,""10:42"",10,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"c1cba459621f8afd0ca32e09f496067d,NA,5,2017-09-27 10:39:00,""10:39"",10,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"e75d0af3922ed2bd935c149d244b83a9,NA,5,2017-09-27 10:38:00,""10:38"",10,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"05e2d86eb4fa39e4830f0b49410de36f,""Magique magique MAGIQUE <br/> Vivement notre prochaine visite ���"",5,2017-09-27 10:34:00,""10:34"",10,""Mer"",""magique magique magique  vivement notre prochaine visite    "",""french"",""2017-09"",60,7";;;;;;;;;;;;;;;;
"c689358aa1aa4f9793ee8a7213f07ba8,""Nous sommes venus le week-end du 9-10 septembre et nous avons passer un week-end magique.... Il suffit de bien avoir tout organisé à l'avance. Nous avons rencontré plein de personnage et fait tte les attractions, certaines même plusieurs fois. Nous avons manger sur place (il y a des restaurants vraiment pas cher, encore une fois c'est une question d'organisation). Nous reviendrons pour un week-end des que possible.... La magie de Disney reste intacte."",5,2017-09-27 09:21:00,""09:21"",9,""Mer"",""nous sommes venus le week end du   septembre et nous avons passer un week end magique     il suffit de bien avoir tout organisé à l avance  nous avons rencontré plein de personnage et fait tte les attractions  certaines même plusieurs fois  nous avons manger sur place  il y a des restaurants vraiment pas cher  encore une fois c est une question d organisation   nous reviendrons pour un week end des que possible     la magie de disney reste intacte "",""french"",""2017-09"",452,78";;;;;;;;;;;;;;;;
"d4ce67fcb050081c75ed122e5c8e14ed,NA,5,2017-09-27 06:51:00,""06:51"",6,""Mer"",NA,NA,""2017-09"",0,0";;;;;;;;;;;;;;;;
"85d81e7db25085608ec7434ccc0d93e2,""Bo jour je suis en train de lire  vos derniers  commentaires concernant l attente  au attraction  plis de 10 mille personnes se presente  chaque jours au parc si vous décider d y aller le jour d'une courses  ou étais présent plus de 7000 coureurs  normal qu il y est du monde"",5,2017-09-27 06:12:00,""06:12"",6,""Mer"",""bo jour je suis en train de lire vos derniers commentaires concernant l attente au attraction plis de  mille personnes se presente chaque jours au parc si vous décider d y aller le jour d une courses ou étais présent plus de  coureurs normal qu il y est du monde"",""french"",""2017-09"",262,50";;;;;;;;;;;;;;;;
"4091dd439a9947036b549cc126948423,""Nous y avons passé 4 jours et deux nuits et on n'a qu'une chose à dire: on y retourne quand!!!!! C'est magique, un petit bout de paradis sur terre....."",5,2017-09-27 04:27:00,""04:27"",4,""Mer"",""nous y avons passé  jours et deux nuits et on n a qu une chose à dire  on y retourne quand      c est magique  un petit bout de paradis sur terre     "",""french"",""2017-09"",150,31";;;;;;;;;;;;;;;;
